sku_id,candidate_source,candidate_model_key,candidate_model,mean_rolling_3m_wmape_percent,horizon_wmape_percent,actual_total,forecast_total,absolute_error,bias,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,selection_score
88921M68P01000,06_intermittent_tournament,sba_croston,SBA Croston,90.38944575056462,86.39222726020317,468.0,179.93046521488156,404.3156235777508,-288.06953478511844,112,162,126,90.38944575056462
17700M60M00000,06_intermittent_tournament,sba_croston,SBA Croston,90.61974753113562,92.92260413977112,136.0,86.3168479766988,126.3747416300887,-49.68315202330121,85,162,0,90.61974753113562
71831M76T00000,06_intermittent_tournament,tsb,TSB,90.67587096455752,85.790708,100.0,40.687938,85.790708,-59.312062,59,54,0,90.67587096455752
89969M63J00000,06_intermittent_tournament,tsb,TSB,90.82457305360828,99.56842186269785,159.0,139.2280135302461,158.31379076168955,-19.77198646975389,85,162,54,90.82457305360828
43210M79G5339M,06_intermittent_tournament,sba_croston,SBA Croston,90.93668525738664,87.28479839634998,316.0,82.52129131340719,275.819962932466,-233.4787086865928,120,162,0,90.93668525738664
43250M74L0027N,06_intermittent_tournament,sba_croston,SBA Croston,91.22772655361436,88.83513219883012,250.0,84.52562415503267,222.0878304970753,-165.47437584496734,108,162,0,91.22772655361436
84902M62S43BHE,06_intermittent_tournament,sba_croston,SBA Croston,91.36698765386306,83.83731952622448,227.0,112.18270794353516,190.31071532452955,-114.81729205646484,107,162,0,91.36698765386306
8721174G10P4Z,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,91.46666666666664,164.10256410256412,78.0,72.00000000000001,128.0,-5.999999999999989,24,108,0,91.46666666666664
71711M53M005PK,06_intermittent_tournament,sba_croston,SBA Croston,91.63332442496748,93.22415563931509,183.0,105.69228512883062,170.60020481994658,-77.30771487116937,88,162,0,91.63332442496748
17920M76M00000,06_intermittent_tournament,sba_croston,SBA Croston,91.69569043118273,88.13301962431458,340.0,110.60014525379822,299.6522667226696,-229.39985474620175,110,162,0,91.69569043118273
71740M74T00C48,06_intermittent_tournament,tsb,TSB,91.71141830268672,88.5406032742616,237.0,44.77811652000001,209.84122976,-192.22188348,80,54,0,91.71141830268672
75110M76T60R3F,06_intermittent_tournament,boosted_sba_hybrid,Boosted SBA Hybrid,91.71958347738,126.57993142598298,52.0,46.89146258851631,65.82156434151115,-5.108537411483693,31,54,0,91.71958347738
8451061M02000,06_intermittent_tournament,sba_croston,SBA Croston,91.78298055549276,89.80740224320881,158.0,58.2016319509174,141.89569554426993,-99.7983680490826,103,162,0,91.78298055549276
0928906003000,06_intermittent_tournament,sba_croston,SBA Croston,91.8336497467921,86.10609265587061,3573.0,1255.7856641658182,3076.5706905942566,-2317.214335834182,110,162,162,91.8336497467921
71740M74T20KDJ,06_intermittent_tournament,tsb,TSB,91.87154346590908,90.57278787878786,198.0,25.56882,179.33411999999998,-172.43117999999998,79,36,0,91.87154346590908
8181065J02000,06_intermittent_tournament,sba_croston,SBA Croston,92.12189283906324,124.63097545063069,79.0,80.64123904833647,98.45847060599824,1.6412390483364945,59,162,0,92.12189283906324
7243179M00000,06_intermittent_tournament,sba_croston,SBA Croston,92.1644789175989,88.1237614591729,145.0,47.33611706468687,127.77945411580068,-97.66388293531313,107,162,0,92.1644789175989
71731M60M00000,06_intermittent_tournament,sba_croston,SBA Croston,92.24223600259768,85.38975260691684,181.0,78.56920608350025,154.5554522185195,-102.43079391649974,104,162,0,92.24223600259768
77141M55T000CB,06_intermittent_tournament,sba_croston,SBA Croston,92.31254237055366,84.25835160027582,155.0,91.01618629403814,130.6004449804275,-63.983813705961865,93,90,36,92.31254237055366
84702M67P4026U,06_intermittent_tournament,sba_croston,SBA Croston,92.35195706373813,87.75122228323187,159.0,68.08007353982529,139.52444343033866,-90.9199264601747,102,162,0,92.35195706373813
6800261M01000,06_intermittent_tournament,sba_croston,SBA Croston,92.437060092805,90.15201928152642,161.0,59.19299221496742,145.14475104325754,-101.80700778503255,103,162,0,92.437060092805
5730073R02000,06_intermittent_tournament,sba_croston,SBA Croston,92.5888743280206,90.17440357044843,176.0,69.15287660012334,158.70695028398924,-106.84712339987668,100,162,0,92.5888743280206
43210M62S620CB,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,92.61040074201505,89.44819183272112,300.0,65.02437878307525,268.3445754981633,-234.97562121692476,102,108,1,92.61040074201505
43210M76T50QC8,06_intermittent_tournament,tsb,TSB,93.05365456979368,97.27346217021277,94.0,36.39211668000001,91.43705444,-57.60788331999999,59,54,0,93.05365456979368
77220M74T005PK,06_intermittent_tournament,tsb,TSB,93.08056333177316,92.32739830508474,236.0,29.497212000000005,217.89266,-206.502788,86,36,0,93.08056333177316
35670M76T00000,06_intermittent_tournament,tsb,TSB,93.08478299350573,91.51988511524549,86.0,47.86150680200001,78.70710119911111,-38.13849319799999,63,72,0,93.08478299350573
38500M55T01000,06_intermittent_tournament,boosted_sba_hybrid,Boosted SBA Hybrid,93.2088076955146,93.66474318301714,134.0,44.680639818685584,125.51075586524296,-89.3193601813144,74,108,0,93.2088076955146
35601M74TA0000,06_intermittent_tournament,boosted_sba_hybrid,Boosted SBA Hybrid,93.27427057457184,92.31701242723535,226.0,31.25439344600663,208.63644808555188,-194.74560655399335,78,36,0,93.27427057457184
35650M53T00000,06_intermittent_tournament,tsb,TSB,93.28947802197804,87.54526315789475,95.0,31.122,83.168,-63.87799999999999,58,36,0,93.28947802197804
82570M53810000,06_intermittent_tournament,sba_croston,SBA Croston,93.36359559326226,89.00526100289612,184.0,63.48299073419594,163.76968024532886,-120.51700926580408,107,162,0,93.36359559326226
57611M68K10000,06_intermittent_tournament,sba_croston,SBA Croston,93.6338944202878,94.56369007928863,132.0,75.54073640417565,124.824070904661,-56.45926359582436,91,126,0,93.6338944202878
09403M07311000,06_intermittent_tournament,sba_croston,SBA Croston,93.6345312186126,91.8061221377676,230.0,52.929824889471135,211.15408091686547,-177.07017511052885,107,162,0,93.6345312186126
83924M74T000CB,06_intermittent_tournament,tsb,TSB,93.75776954177898,89.30719101123596,89.0,28.5498,79.4834,-60.4502,65,36,0,93.75776954177898
84701M55TG0ZHJ,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,93.89443277310924,87.87878787878789,209.0,45.00000000000001,183.66666666666669,-164.0,94,90,0,93.89443277310924
84503M62S00000,06_intermittent_tournament,sba_croston,SBA Croston,93.9625695391566,89.73065272960697,214.0,97.07072491744997,192.0235968413589,-116.92927508255003,99,162,0,93.9625695391566
0928345012000,06_intermittent_tournament,sba_croston,SBA Croston,93.9853749482804,93.06618950493824,357.0,76.74476914670998,332.2462965326296,-280.25523085329,108,162,0,93.9853749482804
84570M62S10000,06_intermittent_tournament,sba_croston,SBA Croston,94.0359142903877,94.07027051486092,163.0,57.59046399634218,153.33454093922327,-105.40953600365782,95,162,0,94.0359142903877
8394068L50000,06_intermittent_tournament,sba_croston,SBA Croston,94.13809944469332,89.22956899236594,132.0,61.42057663302008,117.78303106992304,-70.57942336697994,100,162,0,94.13809944469332
83402M79G50000,06_intermittent_tournament,sba_croston,SBA Croston,94.28228554906153,96.31290432213126,148.0,69.40080902492399,142.54309839675426,-78.59919097507601,86,162,0,94.28228554906153
17700M67P00000,06_intermittent_tournament,sba_croston,SBA Croston,94.4135533172886,94.03276849475829,217.0,59.45973235656075,204.05110763362543,-157.54026764343922,102,162,0,94.4135533172886
1770054P30000,06_intermittent_tournament,sba_croston_tuned,SBA Croston Tuned,94.47201932293493,85.7547100204361,109.0,117.96874250423376,93.47263392227536,8.968742504233777,89,162,0,94.47201932293493
35750M73T00000,06_intermittent_tournament,tsb,TSB,94.49843014128729,92.62857142857143,140.0,15.480000000000002,129.68,-124.52,65,18,0,94.49843014128729
7758064J10Z2S,06_intermittent_tournament,sba_croston,SBA Croston,94.50386674917688,89.38780334195638,148.0,55.271003578253335,132.29394894609544,-92.72899642174669,101,162,0,94.50386674917688
77230M75L000PG,06_intermittent_tournament,sba_croston,SBA Croston,94.65966139551692,90.8366631134981,172.0,46.9438531250776,156.23906055521675,-125.0561468749224,108,162,0,94.65966139551692
84501M56R00000,06_intermittent_tournament,sba_croston,SBA Croston,94.69465650085225,88.26973316107589,174.0,62.84675223299377,153.58933570027204,-111.15324776700623,108,162,0,94.69465650085225
0928340027000,06_intermittent_tournament,sba_croston,SBA Croston,94.81371497465952,91.91995668281784,477.0,105.98689668067118,438.4581933770412,-371.0131033193288,110,162,0,94.81371497465952
1781254G00000,06_intermittent_tournament,sba_croston,SBA Croston,94.93936110626824,94.21722010376858,178.0,84.26301384732342,167.7066517847081,-93.73698615267658,91,162,0,94.93936110626824
17861M68P00000,06_intermittent_tournament,sba_croston,SBA Croston,94.97993571311832,99.44877763906618,175.0,98.60540895370792,174.03536086836584,-76.39459104629209,82,162,0,94.97993571311832
74461M74L00V6N,06_intermittent_tournament,sba_croston,SBA Croston,94.99904228631074,90.65697707774038,242.0,98.38831922786112,219.38988452813172,-143.61168077213887,100,162,0,94.99904228631074
27431M79F00000,06_intermittent_tournament,sba_croston,SBA Croston,95.07766689898178,95.22449279199918,208.0,114.68561080550047,198.0669450073583,-93.31438919449953,88,162,0,95.07766689898178
9531071L01000,06_intermittent_tournament,sba_croston,SBA Croston,95.08359956096731,96.39171748506908,174.0,27.61769653106565,167.72158842402018,-146.38230346893437,113,126,0,95.08359956096731
72221M56R005PK,06_intermittent_tournament,sba_croston,SBA Croston,95.17107074007292,92.70907474611542,161.0,76.0699430517162,149.26161034124584,-84.9300569482838,93,162,0,95.17107074007292
84702M53T005PK,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,95.21929824561404,94.52054794520548,73.0,18.0,69.0,-55.0,45,18,0,95.21929824561404
11710M65L00000,06_intermittent_tournament,sba_croston,SBA Croston,95.23220709969296,95.807907353329,189.0,61.54182062047276,181.07694489779183,-127.45817937952724,96,162,0,95.23220709969296
4321057M100BK,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,95.26826862216969,133.91919370405964,44.0,16.786277292420394,58.92444522978624,-27.21372270757961,14,37,0,95.26826862216969
4321053R100CE,06_intermittent_tournament,sba_croston,SBA Croston,95.37001582040004,91.50903033413864,233.0,97.35997774293328,213.21604067854304,-135.64002225706676,97,162,0,95.37001582040004
0940908327000,06_intermittent_tournament,sba_croston,SBA Croston,95.56909305595627,96.31480776780768,1655.0,525.3687962977544,1594.010068557217,-1129.6312037022458,99,162,162,95.56909305595627
58240M67P00000,06_intermittent_tournament,sba_croston,SBA Croston,95.64112296963368,95.63153776790088,151.0,41.269314951063066,144.4036220295303,-109.73068504893692,90,162,0,95.64112296963368
73910M68P01000,06_intermittent_tournament,sba_croston,SBA Croston,95.72069791374126,91.69663334872986,144.0,87.99486857600685,132.043152022171,-56.00513142399314,90,162,0,95.72069791374126
71722M76T005PK,06_intermittent_tournament,tsb,TSB,95.92948252399772,93.97961363636364,88.0,25.613820000000004,82.70206,-62.38618,50,36,0,95.92948252399772
71074M79M00C48,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,95.9775794294918,99.23532139659608,81.0,5.021839213814499,80.38061033124282,-75.9781607861855,35,13,0,95.9775794294918
84701M79G30000,06_intermittent_tournament,sba_croston,SBA Croston,96.07662695160283,85.12259275741117,178.0,147.82968355838378,151.5182151081919,-30.170316441616222,98,162,54,96.07662695160283
4321052S0039M,06_intermittent_tournament,sba_croston,SBA Croston,96.18991292245806,96.40097333232856,366.0,65.50901056646015,352.8275623963225,-300.4909894335398,98,162,0,96.18991292245806
82651M74K00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,96.3380267485004,115.26025049812633,111.0,83.20442173891195,127.93887805292024,-27.79557826108805,67,162,6,96.3380267485004
77210M76T015PK,06_intermittent_tournament,tsb,TSB,96.43347328814036,94.93864848936168,188.0,36.811623780000005,178.48465915999998,-151.18837622,76,54,0,96.43347328814036
7175173K105PK,06_intermittent_tournament,sba_croston,SBA Croston,96.47125694166992,97.02697535021892,225.0,92.572445714876,218.31069453799265,-132.427554285124,87,162,0,96.47125694166992
84701M56R50ZHJ,06_intermittent_tournament,sba_croston,SBA Croston,96.50015847069386,94.3747655181067,178.0,45.77113292506672,167.9870826222299,-132.22886707493328,103,162,0,96.50015847069386
68002M53M00000,06_intermittent_tournament,sba_croston,SBA Croston,96.68045978363725,98.11187584638463,121.0,58.9010764113082,118.7153697741254,-62.0989235886918,86,162,0,96.68045978363725
11620M68K00000,06_intermittent_tournament,sba_croston,SBA Croston,96.90507607248897,110.6194592131554,109.0,127.98977247609128,120.57521054233938,18.989772476091293,76,144,72,96.90507607248897
43210M55RH1QC8,06_intermittent_tournament,sba_croston,SBA Croston,96.93575661353955,89.66756543633561,214.0,116.99350148952348,191.8885900337582,-97.0064985104765,95,162,0,96.93575661353955
72321M76T00000,06_intermittent_tournament,tsb,TSB,97.1885543550082,90.15786332394366,142.0,35.31562668000001,128.02416592,-106.68437332,72,54,0,97.1885543550082
8211065J01000,06_intermittent_tournament,sba_croston,SBA Croston,97.20127784372208,93.87377219545458,162.0,54.94051483087023,152.0755109566364,-107.0594851691298,96,162,0,97.20127784372208
7179086R10C48,06_intermittent_tournament,sba_croston,SBA Croston,97.27072872455231,94.6907653466242,203.0,40.635763994921376,192.2222536536471,-162.36423600507862,105,162,0,97.27072872455231
72372M74L105PK,06_intermittent_tournament,sba_croston,SBA Croston,97.28298006557776,97.94837518792848,184.0,72.84476638960754,180.22501034578843,-111.15523361039249,84,162,0,97.28298006557776
87991M68P105PK,06_intermittent_tournament,sba_croston,SBA Croston,97.2990633023338,93.36719544833328,246.0,101.31674645355515,229.68330080289985,-144.68325354644483,95,162,0,97.2990633023338
35702M76T00000,06_intermittent_tournament,tsb,TSB,97.32129283468458,93.22480194044574,133.0,62.44594704747544,123.98898658079284,-70.55405295252456,77,90,0,97.32129283468458
84702M80TJ0WB3,06_intermittent_tournament,boosted_sba_hybrid,Boosted SBA Hybrid,97.4592418964035,97.987647712227,90.0,16.300053530961296,88.1888829410043,-73.69994646903871,48,18,0,97.4592418964035
73310M68P61C8J,06_intermittent_tournament,sba_croston,SBA Croston,97.52671468904036,94.65466771467936,168.0,47.225601233528366,159.0198417606613,-120.77439876647162,100,162,0,97.52671468904036
77250M74T005PK,06_intermittent_tournament,tsb,TSB,97.56660525695426,95.73434782608696,138.0,28.4598,132.1134,-109.5402,57,36,0,97.56660525695426
0928340021000,06_intermittent_tournament,sba_croston,SBA Croston,97.62065866977248,96.21154903189128,716.0,111.07352594122509,688.8746910683415,-604.9264740587748,97,162,54,97.62065866977248
75430M76M00000,06_intermittent_tournament,sba_croston,SBA Croston,97.65448675042704,90.71967038868893,124.0,64.73121461770151,112.49239128197428,-59.2687853822985,95,162,0,97.65448675042704
5730079P02000,06_intermittent_tournament,sba_croston,SBA Croston,97.69387699298576,98.39117128332816,140.0,22.386944309404186,137.7476397966594,-117.6130556905958,89,72,0,97.69387699298576
17700M67L00000,06_intermittent_tournament,sba_croston,SBA Croston,97.69714316727428,102.18964301957136,215.0,37.16545986888028,219.70773249207843,-177.83454013111975,97,90,0,97.69714316727428
82280M79811000,06_intermittent_tournament,sba_croston,SBA Croston,97.88666039777588,95.06799690057848,198.0,41.325129606047575,188.2346338631454,-156.67487039395243,104,162,0,97.88666039777588
7666179P005PK,06_intermittent_tournament,sba_croston,SBA Croston,98.03089940408417,97.44999267486082,112.0,65.7931017802253,109.14399179584412,-46.2068982197747,83,162,0,98.03089940408417
7552171L00000,06_intermittent_tournament,sba_croston,SBA Croston,98.3130518920495,96.17513930823044,144.0,22.96811870014161,138.4922006038518,-121.03188129985838,95,126,0,98.3130518920495
37145M55B21000,06_intermittent_tournament,sba_croston,SBA Croston,98.44337633510104,93.93926685631344,198.0,58.39381052854762,185.9997483755006,-139.60618947145238,99,162,0,98.44337633510104
58251M53M00000,06_intermittent_tournament,sba_croston,SBA Croston,98.47535356535488,91.11808425389694,125.0,52.70479251135278,113.8976053173712,-72.29520748864722,92,162,0,98.47535356535488
48150M69R00C48,06_intermittent_tournament,sba_croston,SBA Croston,98.48577667323302,93.09107423488716,217.0,84.19780944393077,202.0076310897052,-132.8021905560692,96,162,0,98.48577667323302
8926050J00000,06_intermittent_tournament,sba_croston,SBA Croston,98.49626634958508,98.95481468591828,116.0,29.367326683608333,114.7875850356652,-86.63267331639166,84,108,0,98.49626634958508
84510M76T21000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,98.5195402784002,97.59359167241507,94.0,11.972004022227257,91.73797617207018,-82.02799597777275,61,54,0,98.5195402784002
73841M68P60C8J,06_intermittent_tournament,sba_croston,SBA Croston,98.52320951617492,95.96819512224424,143.0,71.1903355681565,137.23451902480923,-71.80966443184347,91,162,0,98.52320951617492
84730M55T00000,06_intermittent_tournament,sba_croston,SBA Croston,98.65748183407324,94.77167123428453,298.0,40.38030642210887,282.41958027816787,-257.6196935778911,114,90,0,98.65748183407324
7176173K105PK,06_intermittent_tournament,sba_croston,SBA Croston,98.7083750847035,111.84876234496927,116.0,58.13697732794973,129.74456432016436,-57.863022672050285,61,162,0,98.7083750847035
84510M76T31000,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,98.7584068936528,97.58203799654578,193.0,60.0,188.33333333333331,-133.0,68,72,18,98.7584068936528
2811380J015PK,06_intermittent_tournament,tsb,TSB,98.76676912604704,98.08223473947898,180.0,106.76203665313176,176.54802253106214,-73.23796334686823,84,162,0,98.76676912604704
35750M53T01000,06_intermittent_tournament,tsb,TSB,98.77541644863074,91.80666666666669,120.0,31.122,110.168,-88.87800000000001,55,36,0,98.77541644863074
77510M73T005PK,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,98.84880315762668,96.875,128.0,18.0,124.0,-110.0,63,18,0,98.84880315762668
8392165J010CB,06_intermittent_tournament,sba_croston,SBA Croston,98.93520137543752,98.11980102068908,127.0,58.61076081522091,124.61214729627513,-68.38923918477909,87,162,0,98.93520137543752
82982M65D005PK,06_intermittent_tournament,sba_croston,SBA Croston,99.0004733482239,96.40792044035368,1528.0,342.77112939752624,1473.1130243286043,-1185.2288706024738,101,162,162,99.0004733482239
38821M67P00000,06_intermittent_tournament,sba_croston,SBA Croston,99.02839862901313,99.52384815508532,120.0,48.904472341511685,119.4286177861024,-71.09552765848832,84,162,0,99.02839862901313
71732M76T01000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,99.06295465290503,97.68615367859246,177.0,13.10277753589148,172.90449201110866,-163.89722246410852,72,54,0,99.06295465290503
84730M56R00000,06_intermittent_tournament,sba_croston,SBA Croston,99.09517312037786,96.94620081647032,251.0,51.423202927946605,243.33496404934053,-199.57679707205332,97,162,0,99.09517312037786
71711M79G105PK,06_intermittent_tournament,sba_croston,SBA Croston,99.15081220365086,93.7751310838008,172.0,135.51128923494474,161.29322546413738,-36.48871076505528,102,144,90,99.15081220365086
58240M53M00000,06_intermittent_tournament,sba_croston,SBA Croston,99.17360399771955,101.04469189699223,112.0,48.02595493238029,113.17005492463132,-63.97404506761971,80,162,0,99.17360399771955
35121M66L10000,06_intermittent_tournament,sba_croston,SBA Croston,99.24022441039536,127.49408522667969,107.0,108.68128095735902,136.41867119254724,1.6812809573590144,60,162,0,99.24022441039536
71811M79G005PK,06_intermittent_tournament,sba_croston,SBA Croston,99.31970908093317,98.37492902086407,158.0,56.14711268304973,155.43238785296523,-101.85288731695024,90,90,0,99.31970908093317
84702M74L215PK,06_intermittent_tournament,sba_croston,SBA Croston,99.3199423088572,93.760478210802,143.0,52.40467147423932,134.07748384144685,-90.59532852576068,94,162,0,99.3199423088572
72821M76MA0000,06_intermittent_tournament,sba_croston,SBA Croston,99.45079043515923,109.60200150895136,127.0,58.5675105085332,139.19454191636822,-68.43248949146681,63,162,0,99.45079043515923
72390M76T00000,06_intermittent_tournament,sba_croston,SBA Croston,99.47968588357,98.76522037386384,119.0,4.408163265306122,117.53061224489797,-114.59183673469389,74,18,0,99.47968588357
35701M76T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,99.4809351728494,97.05127375325524,119.0,9.623510396464992,115.49101576637376,-109.37648960353502,73,72,0,99.4809351728494
84541M56R00000,06_intermittent_tournament,sba_croston,SBA Croston,99.58530849209652,99.87226145947896,129.0,60.98527579524068,128.83521728272785,-68.01472420475933,81,162,0,99.58530849209652
35651M79M00000,06_intermittent_tournament,sba_croston,SBA Croston,99.61187392376482,107.19913841418136,97.0,68.21028862005024,103.98316426175592,-28.78971137994976,72,162,0,99.61187392376482
1770079P21000,06_intermittent_tournament,sba_croston,SBA Croston,99.62675009107028,99.42750499836508,99.0,47.27044520852256,98.4332299483814,-51.72955479147744,83,162,0,99.62675009107028
83924M76T100CB,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,99.66485507246377,99.59349593495936,82.0,9.0,81.66666666666667,-73.0,51,36,0,99.66485507246377
72312M79M00000,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,99.7623262219754,110.699871523672,67.0,8.416095620455646,74.16891392086023,-58.58390437954435,19,24,0,99.7623262219754
7246079P00000,06_intermittent_tournament,sba_croston,SBA Croston,99.76452371704468,96.3974303892346,116.0,85.41152468841446,111.82101925151213,-30.588475311585547,85,162,0,99.76452371704468
7176060P205PK,06_intermittent_tournament,sba_croston,SBA Croston,99.81305611681805,96.13935372237596,148.0,52.8900493180257,142.28624350911642,-95.10995068197433,90,162,0,99.81305611681805
71751M76T005PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,99.87677461751716,96.74424283440877,168.0,19.054306866590743,162.53032796180673,-148.94569313340926,87,54,0,99.87677461751716
7756178R005PK,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,99.91166254998473,107.18839581542656,24.0,2.595144620674333,25.725214995702377,-21.404855379325667,12,6,0,99.91166254998473
3532077R10000,06_intermittent_tournament,sba_croston,SBA Croston,99.9772518214873,104.32427707719344,130.0,104.7630788402004,135.62156020035147,-25.23692115979958,75,162,0,99.9772518214873
43250M53M0027N,06_intermittent_tournament,sba_croston,SBA Croston,100.0,106.359375,216.0,13.736249999999998,229.73625,-202.26375,6,18,0,100.0
75139M70F005PK,06_intermittent_tournament,sba_croston,SBA Croston,100.0,100.0,172.0,0.0,172.0,-172.0,23,0,0,100.0
82960M60G00V6N,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,101.18542569332536,147.0,1.742575769188312,148.7425757691883,-145.2574242308117,11,5,0,100.0
71711M73T015PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,134.0,0.0,134.0,-134.0,51,0,0,100.0
7175360B00000,06_intermittent_tournament,sba_croston,SBA Croston,100.0,104.99591836734696,120.0,5.995102040816327,125.99510204081632,-114.00489795918368,6,18,0,100.0
43250M53T0027N,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,112.0,0.0,112.0,-112.0,46,0,0,100.0
72381M80T10000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,102.0,0.0,102.0,-102.0,48,0,0,100.0
84701M80TJ0WB3,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,80.0,0.0,80.0,-80.0,27,0,0,100.0
7171181A405PK,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,78.0,0.0,78.0,-78.0,10,0,0,100.0
35121M73T10000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,76.0,0.0,76.0,-76.0,37,0,0,100.0
36410M60B30000,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,117.80941726879792,72.0,12.8227804335345,84.8227804335345,-59.177219566465496,6,11,11,100.0
72320M80T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,72.0,0.0,72.0,-72.0,49,0,0,100.0
43210M74T50QC8,06_intermittent_tournament,sba_croston,SBA Croston,100.0,100.0,70.0,0.0,70.0,-70.0,45,0,0,100.0
71721M76M005PK,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,119.77990871524744,69.0,13.648137013520738,82.64813701352074,-55.35186298647926,9,31,0,100.0
35501M75T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,67.0,0.0,67.0,-67.0,15,0,0,100.0
71831M74T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,67.0,0.0,67.0,-67.0,46,0,0,100.0
3495561M00000,06_intermittent_tournament,sba_croston,SBA Croston,100.0,263.6363636363636,66.0,108.0,174.0,42.0,11,18,18,100.0
7148176J00000,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,104.19075419086434,60.0,2.514452514518608,62.51445251451861,-57.48554748548139,6,2,2,100.0
7175160B00000,06_intermittent_tournament,sba_croston,SBA Croston,100.0,104.99591836734696,60.0,2.9975510204081632,62.99755102040817,-57.00244897959183,6,18,0,100.0
7175260B00000,06_intermittent_tournament,sba_croston,SBA Croston,100.0,104.99591836734696,60.0,2.9975510204081632,62.99755102040817,-57.00244897959183,6,18,0,100.0
8381065A00000,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,103.48372499316932,60.0,2.090234995901594,62.0902349959016,-57.9097650040984,6,3,1,100.0
8382065A00000,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,103.48372499316932,60.0,2.090234995901594,62.0902349959016,-57.9097650040984,6,3,1,100.0
35502M75T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,59.0,0.0,59.0,-59.0,10,0,0,100.0
71772M74T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,57.0,0.0,57.0,-57.0,44,0,0,100.0
83841M75T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,55.0,0.0,55.0,-55.0,6,0,0,100.0
84503M80T20000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,54.0,0.0,54.0,-54.0,24,0,0,100.0
0915912051000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,51.0,0.0,51.0,-51.0,9,0,0,100.0
71761M75T105PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,50.0,0.0,50.0,-50.0,13,0,0,100.0
71751M75T105PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,49.0,0.0,49.0,-49.0,17,0,0,100.0
7361052R005PK,06_intermittent_tournament,sba_croston,SBA Croston,100.0,100.0,49.0,0.0,49.0,-49.0,11,0,0,100.0
84701M53T3026U,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,49.0,0.0,49.0,-49.0,24,0,0,100.0
8485165D006GS,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,115.97169295078828,49.0,7.826129545886268,56.82612954588626,-41.17387045411374,16,15,0,100.0
7615181A01T01,06_intermittent_tournament,hurdle_random_forest,Hurdle Random Forest,100.0,101.89841892764493,48.0,0.9112410852695612,48.91124108526956,-47.088758914730434,6,1,0,100.0
83770M55T005PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,48.0,0.0,48.0,-48.0,39,0,0,100.0
71732M75T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,47.0,0.0,47.0,-47.0,21,0,0,100.0
84728M80T005PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,46.0,0.0,46.0,-46.0,6,0,0,100.0
39102M80T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,45.0,0.0,45.0,-45.0,23,0,0,100.0
